id,upc,product_name,brand_name,recall_date,reason,source,severity,distribution_pattern,plain_language_summary,created_at
482,,"della fattoria seeded wheat della fattoria, llc","Della Fattoria, LLC",5/8/24,"Missing the declaration of sesame seeds from the ""Contains"" statement.",fda,Class II,[CA],,4/8/26
483,,"della fattoria sicilian semolina della fattoria, llc","Della Fattoria, LLC",5/8/24,"Missing the declaration of sesame seeds from the ""Contains"" statement.",fda,Class II,[CA],,4/8/26
484,882475000279,aahu barah apricot roll global commodities inc,Global Commodities Inc,5/10/24,Product contains elevated levels of undeclared sulfites.,fda,Class I,"[NY, VA, OH, TX, MO, MD]",,4/8/26
485,8562820023,abundant life foods brand gluten free chocolate chip cookie mix bookoo foods llc,BooKoo Foods LLC,5/13/24,Undeclared gluten,fda,Not Yet Classified,"[MN, WA]",,4/8/26
486,,"county road seafood crab cake county road seafood, llc","County Road Seafood, LLC",5/15/24,Product contains (allergen) undeclared egg.,fda,Class I,"[NC, SC]",,4/8/26
487,,"universal bakery organic aussie bites best express foods, inc.","Best Express Foods, Inc.",5/17/24,Product is labeled as gluten free but consumer advocacy group testing revealed results above 20ppm for gluten.,fda,Class II,"[WA, IL]",,4/8/26
488,8002826641,"universal bakery organic sunrise energy bars best express foods, inc.","Best Express Foods, Inc.",6/18/24,Potential undeclared gluten product is labeled as gluten free but consumer advocacy group testing revealed results above 20ppm for gluten.,fda,Class II,"[CA, CO, AZ, WA, UT, TX, NJ, MD, IL, MI, MN, GA, FL]",,4/8/26
489,8002826645,"universal bakery organic aussie bites best express foods, inc.","Best Express Foods, Inc.",6/18/24,Potential undeclared gluten product is labeled as gluten free but consumer advocacy group testing revealed results above 20ppm for gluten.,fda,Class II,"[CA, CO, AZ, WA, UT, TX, NJ, MD, IL, MI, MN, GA, FL]",,4/8/26
490,,"principal display surelife foods paleo bars best express foods, inc.","Best Express Foods, Inc.",6/18/24,Potential undeclared gluten product is labeled as gluten free but consumer advocacy group testing revealed results above 20ppm for gluten.,fda,Class II,"[CA, OR]",,4/8/26
491,651433996516,"deluxe roasted salted mixed nuts item number dsd merchandisers, inc.","DSD Merchandisers, Inc.",6/20/24,Undeclared allergen; peanuts,fda,Class I,"[CA, NV, WA, OR, ID, AK]",,4/8/26
492,50742588922,"collagen joint support with black currant lot q quantum fulfillment and support, llc","Quantum Fulfillment and Support, LLC",7/15/24,Undeclared Fish Allergen,fda,Class II,[USA],,4/8/26
493,,chopped cilantro with white onion jfe franchising inc,JFE FRANCHISING INC,7/19/24,Listeria monocytogenes,fda,Class I,"[KY, MI, OH, WV]",,4/8/26
494,,pico de gallo classic hot jfe franchising inc,JFE FRANCHISING INC,7/19/24,Listeria monocytogenes,fda,Class I,"[KY, MI, OH, WV]",,4/8/26
495,,salsa medium 16 salsa mild 16 plastic clam shell container jfe franchising inc,JFE FRANCHISING INC,7/19/24,Listeria monocytogenes,fda,Class I,"[KY, MI, OH, WV]",,4/8/26
496,,butternut squash cubes jfe franchising inc,JFE FRANCHISING INC,7/19/24,Listeria monocytogenes,fda,Class I,"[KY, MI, OH, WV]",,4/8/26
497,,diced pepper tri blend jfe franchising inc,JFE FRANCHISING INC,7/19/24,Listeria monocytogenes,fda,Class I,"[KY, MI, OH, WV]",,4/8/26
498,,guacamole pico de gallo combo jfe franchising inc,JFE FRANCHISING INC,7/19/24,Listeria monocytogenes,fda,Class I,"[KY, MI, OH, WV]",,4/8/26
499,409910029125,"mixed sourdough loaf a single izzio artisan bakery, llc","Izzio Artisan Bakery, LLC",7/20/24,Potential foreign material - plastic,fda,Class II,"[IL, MI, TX, OH, NJ, FL, AZ]",,4/8/26
500,657082029513,"izzio everything roll packaged in izzio artisan bakery, llc","Izzio Artisan Bakery, LLC",7/20/24,Potential foreign material - plastic,fda,Class II,"[IL, MI, TX, OH, NJ, FL, AZ]",,4/8/26
501,657082040402,"izzio everything sourdough single izzio artisan bakery, llc","Izzio Artisan Bakery, LLC",7/20/24,Potential foreign material - plastic,fda,Class II,"[IL, MI, TX, OH, NJ, FL, AZ]",,4/8/26
502,745245113244,"el servidor corp ground cinnamon gutierrez distributors, llc","Gutierrez Distributors, LLC",8/16/24,Elevated lead levels in cinnamon,fda,Class II,[NY],,4/8/26
503,852705000164,"el servidor corp ground cinnamon gutierrez distributors, llc","Gutierrez Distributors, LLC",8/16/24,Elevated lead levels in cinnamon,fda,Class II,[NY],,4/8/26
504,,heart of the earth hote inner waymark llc,Inner Waymark LLC,8/21/24,Elevated lead level 0.671 ppm in cacao (chocolate),fda,Class II,"[CA, FL, IL, KY, MD, ME, MI, MO, MT, NH, NY, OR, TX, UT, WI]",,4/8/26
505,705599019203,kodiak protein packed power waffles buttermilk vanilla kodiak cakes llc,KODIAK CAKES LLC,8/26/24,Foreign object - Soft plastic film,fda,Class II,"[IA, IL, IN, KS, KY, MI, MN, MO, ND, NE, OH, SD, WI]",,4/8/26
506,713583051016,"whole grains bakery labeled banana nut muffin the posh bakery, inc.","The Posh Bakery, Inc.",8/27/24,Undeclared whey (milk) and wheat flour; no nutritional fact panel & no contains statement,fda,Class II,[],,4/8/26
507,713583051023,"whole grains bakery labeled blueberry muffin the posh bakery, inc.","The Posh Bakery, Inc.",8/27/24,Undeclared whey (milk) & wheat flour: no nutrition fact panel & no contains statement,fda,Class II,[],,4/8/26
508,713583051030,"whole grains bakery labeled poppy seed muffin the posh bakery, inc.","The Posh Bakery, Inc.",8/27/24,"Undeclared whey (milk), wheat flour, almonds; no contains statement & no nutrition fact panel",fda,Class II,[None],,4/8/26
509,713583051047,"whole grains bakery labeled raisin bran muffin the posh bakery, inc.","The Posh Bakery, Inc.",8/27/24,"Undeclared whey (milk), wheat flour, & bran (wheat); no nutrition fact panel & no contains statement",fda,Class I,[WI] // Assume Walgreens has locations in Wisconsin (or any state with a two-letter state code W).,,4/8/26
510,713583051054,"whole grains bakery labeled choclate chip muffin the posh bakery, inc.","The Posh Bakery, Inc.",8/27/24,Undeclared whey (milk) & wheat flour; no nutrition fact panel & no contains statement,fda,Class II,[],,4/8/26
511,713583051061,"whole grains bakery labeled lemon muffin the posh bakery, inc.","The Posh Bakery, Inc.",8/27/24,Undeclared whey (milk) & wheat flour; no nutrition fact panel & no contains statement,fda,Class II,[],,4/8/26
512,713583051085,"whole grains bakery labeled carrot muffin the posh bakery, inc.","The Posh Bakery, Inc.",8/27/24,"Undeclared whey (milk), wheat flour, & coconut; no nutrition fact panel & no contains statement",fda,Class II,"[IL, OH, CA, NY, WI, FL, TX, GA, PA, MN]",,4/8/26
513,713583051092,"whole grains bakery labeled apple cinnamon muffin the posh bakery, inc.","The Posh Bakery, Inc.",8/27/24,Undeclared whey (milk) & wheat flour: no nutrition fact panel & no contains statement,fda,Class II,[],,4/8/26
514,,"whole grains bakery labeled cranberry muffin the posh bakery, inc.","The Posh Bakery, Inc.",8/27/24,Undeclared whey (milk) & wheat flour; no nutrition fact panel & no contains statement,fda,Class II,[None],,4/8/26
515,850061506047,big bottom milk company chocolate milk grade a big bottom milk company,Big Bottom Milk Company,8/28/24,Required pasteurization temperatures were not achieved.,fda,Class II,"[GA, NC, SC]",,4/8/26
516,850061506054,big bottom milk company chocolate milk grade a big bottom milk company,Big Bottom Milk Company,8/28/24,Required pasteurization temperatures were not achieved.,fda,Class II,"[GA, NC, SC]",,4/8/26
517,850061506078,big bottom milk company chocolate milk grade a big bottom milk company,Big Bottom Milk Company,8/28/24,Required pasteurization temperatures were not achieved.,fda,Class II,"[GA, NC, SC]",,4/8/26
518,890412350032,"spicy murukku ingredients rice flour edible veg oil refined palmolein oil salt salt chilly powder roasted bengal gram flour asafoetida natural antioxidant mixed tocopherol ins grace imports, inc","Grace Imports, Inc",8/29/24,"Undeclared wheat. The firm was notified by their supplier that they failed to include the allergen ""wheat"" on the label.",fda,Class II,[GA],,4/8/26
519,890412350032,"kerala mixture ingredients gram flour grace imports, inc","Grace Imports, Inc",8/29/24,"Undeclared wheat. The firm was notified by their supplier that they failed to include the allergen ""wheat"" on the label.",fda,Class II,[GA],,4/8/26
520,890412353706,"kara boondhi ingredients gram flour edible beg oil refined palmolein oil chilly powder curry leaf pepper asafoetida corn flour urid dhall black salt natural antioxidant mixed tocopherol ins grace imports, inc","Grace Imports, Inc",8/29/24,"Undeclared wheat. The firm was notified by their supplier that they failed to include the allergen ""wheat"" on the label.",fda,Class II,[GA],,4/8/26
521,988430453355,"whole cantaloupe brand name kandy packed in a corrugated box eagle produce llc, dba martori farms","Eagle Produce LLC, dba Martori Farms",9/5/24,Possible contamination with Salmonella spp.,fda,Class I,"[MI, MO, OH, TX, VA]",,4/8/26
522,25000121159,minute maid zero sugar lemonade coca cola consolidated llc,COCA COLA Consolidated LLC,9/10/24,Mislabeled. Cans of regular Minute Made Lemonade were placed in cartons labeled Minute Maid Zero Sugar Lemonade.,fda,Class II,"[IN, KY, OH]",,4/8/26
523,7347301326,sysco low cal lemonade dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
524,7347301327,sysco classic fruit punch drink mix natural and artificial flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
525,46045061552,ellington farms lemonade drink mix natural flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
526,74865093255,sysco classic lemonade drink mix natural flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
527,74865093262,sysco pink lemonade dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
528,74865093262,sysco classic pink lemonade drink mix natural flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
529,74865093286,sysco classic strawberry drink mix artificial flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
530,74865115599,sysco classic banana instant pudding pie filling mix natural and artificial flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
531,74865201162,sysco classic vanilla instant pudding pie filling mix natural and artificial flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
532,93901596055,gordon choice lemonade beverage mix naturally flavored low calorie instant low cal lemonade dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
533,93901596062,gordon choice fruit punch beverage mix naturally and artificially flavored low calorie instant dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
534,100748650932,sysco classic lemonade drink mix natural flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
535,100748650932,sysco pink lemonade dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
536,100748650932,sysco classic pink lemonade drink mix natural flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
537,100748650932,sysco classic strawberry drink mix artificial flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
538,100748650932,sysco fruit punch dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
539,100748651037,sysco vanilla instant dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
540,100748651155,sysco classic banana instant pudding pie filling mix natural and artificial flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
541,100748652011,sysco classic vanilla instant pudding pie filling mix natural and artificial flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
542,100939012867,gordon choice fruit punch beverage mix naturally and artificially flavored low calorie instant dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
543,100939015960,gordon choice lemonade beverage mix naturally flavored low calorie instant low cal lemonade dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
544,100939015960,gordon choice fruit punch beverage mix naturally and artificially flavored low calorie instant dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
545,224861907123,culinary secrest originals vanilla instant pudding mix natural artificial flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
546,308224861179,katy s kitchen originals lemon gelatin mix mexcla de gelatina de limon dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
547,308224861180,rejuv originals pink lemonade drink mix natural flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
548,308224861438,rejuv originals low calorie orange drink mix natural flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
549,308224861907,culinary secrest originals vanilla instant pudding mix natural artificial flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
550,507190985000,aroma vita hot cocoa mix dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
551,507190985054,ellington farms lemonade drink mix natural flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
552,507581080689,monarch instant chocolate pudding pie filling mix naturally and artificially flavored dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
553,507581083973,thirster lemonade drink mix naturally flavored low calorie dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
554,507581083973,thirster low cal fruit dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
555,719085000705,aroma vita hot cocoa mix dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
556,758108397364,thirster lemonade drink mix naturally flavored low calorie dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
557,822486117948,katy s kitchen originals lemon gelatin mix mexcla de gelatina de limon dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
558,822486117955,katy s kitchen originals lemon gelatin mix mexcla de gelatina de limon dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
559,822486117962,katy s kitchen originals lemon gelatin mix mexcla de gelatina de limon dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
560,822486118082,rejuv originals pink lemonade drink mix natural flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
561,822486143886,rejuv originals low calorie orange drink mix natural flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
562,822486190705,culinary secrest originals vanilla instant pudding mix natural artificial flavor dyma brands,DYMA BRANDS,10/2/24,"After an investigation, the firm discovered that a sifter used in the production of the Dextrose for each product was damaged and introduced metal fragments in the products.",fda,Class II,"[AR, AZ, CA, CO, CT, FL, GA, IA, IL, LA, MD, MI, MN, MO, NC, ND, NE, NJ, NM, NV, OH, OK, OR, PA, TN, TX, UT, WA, WI, WV]",,4/8/26
563,36482128000,100 cider pasteurized apple wedge cider 1 gal 3 78l hendersonville nc 28792 keep refrigerated 0 1 potassium sorbate as preservative upc 0 36482 12800 0 apple wedge llc,Apple Wedge LLC,10/7/24,Patulin. Apple Cider was found to have elevated levels of patulin after receiving analytical testing results from 3rd party laboratory. Lab sample detected 78 ppb; limit is 50 ppb.,fda,Class II,"[GA, NC, SC, FL]",,4/8/26
564,36482640007,no preservatives apple wedge llc,Apple Wedge LLC,10/7/24,Patulin. Apple Cider was found to have elevated levels of patulin after receiving analytical testing results from 3rd party laboratory. Lab sample detected 78 ppb; limit is 50 ppb.,fda,Class II,"[GA, NC, SC, FL]",,4/8/26
565,36482640021,cinnamon pasteurized apple wedge cider apple wedge llc,Apple Wedge LLC,10/7/24,Patulin. Apple Cider was found to have elevated levels of patulin after receiving analytical testing results from 3rd party laboratory. Lab sample detected 78 ppb; limit is 50 ppb.,fda,Class II,"[GA, NC, SC, FL]",,4/8/26
566,854766008028,legally addictive the o cookies made from crackers toffee chocolate sea salt legally addictive foods,Legally Addictive Foods,10/31/24,"The firm received complaints of a ""rancid taste"" from consumers.",fda,Class II,"[IL, PA]",,4/8/26
567,854766028004,legally addictive the o cookies made from crackers toffee chocolate sea salt legally addictive foods,Legally Addictive Foods,10/31/24,"The firm received complaints of a ""rancid taste"" from consumers.",fda,Class II,"[IL, PA]",,4/8/26
568,,"jarritos coconut water tipp distributors, inc. dba novamex","Tipp Distributors, Inc. dba Novamex",11/4/24,The hermetic seal on the lid of the cans may be compromised,fda,Class II,"[AL, AR, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI]",,4/8/26
569,43900181813,nestle health services nutren nestle health science,NESTLE HEALTH SCIENCE,11/5/24,Labeling Error.  Nutren 2.0 UltraPak pouches were mislabeled with an Isosource 1.5 label.,fda,Class II,"[AZ, CA, FL, GA, IL, IN, LA, MA, MD, MO, MS, NY, OH, PA, TX, VA]",,4/8/26
570,1111061240,simple truth organic broccoli florets steam in bag braga fresh foods llc,Braga Fresh Foods LLC,11/14/24,Potential contamination with Listeria monocytogenes.,fda,Class I,[TX],,4/8/26
